,Transect_Name,BarCount,SLType,WaveIndx,AveWavelength,BarDistance,BarDepth,NearshoreSlope,BW,CurveRatio,RecRate,RecRate_1,RecRate_2,RecRate_3,Class
6989,MI_99_113,,81,-1e-05,nan,nan,nan,nan,nan,nan,-2.19001,0.04,0.84,0.12,1
6990,MI_99_114,,40,-1e-05,nan,nan,nan,nan,nan,nan,-2.19001,0.5,0.25,0.25,0
6991,MI_99_115,0,40,-1e-05,nan,1.379,2.583,nan,nan,nan,-2.19001,0.5,0.25,0.25,0
6992,MI_99_116,0,40,-1e-05,nan,137.664,3.187,nan,nan,nan,-2.19001,0.6,0.2,0.2,0
6993,MI_99_1169,,41,0.5466374814459495,nan,nan,nan,-0.012,nan,-0.0,-2.19001,0.6666666666666666,0.16666666666666666,0.16666666666666666,0
6994,MI_99_117,0,40,-1e-05,nan,137.664,2.583,nan,nan,nan,-2.19001,0.6,0.2,0.2,0
6995,MI_99_1170,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.25,0.6666666666666666,0.08333333333333333,1
6996,MI_99_1171,,41,0.5466374814459495,nan,nan,nan,-0.012,nan,-0.0,-2.19001,0.6666666666666666,0.16666666666666666,0.16666666666666666,0
6997,MI_99_1172,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
6998,MI_99_1173,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
6999,MI_99_1174,,51,0.5466374814459495,nan,nan,nan,-0.013,nan,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
7000,MI_99_1175,,51,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.9607843137254902,0.0196078431372549,0.0196078431372549,0
7001,MI_99_1176,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,0.001,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7002,MI_99_1177,,40,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7003,MI_99_1178,,40,0.5466374814459495,nan,nan,nan,-0.02,nan,0.001,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7004,MI_99_1179,,40,0.5466374814459495,nan,nan,nan,-0.02,nan,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7005,MI_99_118,0,40,-1e-05,nan,1.379,2.583,-0.007,nan,0.0,-2.19001,0.6,0.2,0.2,0
7006,MI_99_1180,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,0.001,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7007,MI_99_1181,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,0.001,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7008,MI_99_1182,,51,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.0,-2.19001,0.9607843137254902,0.0196078431372549,0.0196078431372549,0
7009,MI_99_1183,,51,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.9607843137254902,0.0196078431372549,0.0196078431372549,0
7010,MI_99_1184,,51,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.9607843137254902,0.0196078431372549,0.0196078431372549,0
7011,MI_99_1185,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7012,MI_99_1186,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7013,MI_99_1187,,51,0.5466374814459495,nan,nan,nan,-0.02,nan,0.0,-2.19001,0.8333333333333334,0.08333333333333333,0.08333333333333333,0
7014,MI_99_1188,,51,0.5466374814459495,nan,nan,nan,-0.015,nan,-0.0,-2.19001,0.6,0.2,0.2,0
7015,MI_99_1189,,51,0.5466374814459495,nan,nan,nan,-0.015,nan,-0.029,-2.19001,0.6,0.2,0.2,0
7016,MI_99_119,0,40,-1e-05,nan,1.379,-0.704,-0.007,nan,0.0,-2.19001,0.6,0.2,0.2,0
7017,MI_99_1190,,51,0.5466374814459495,nan,nan,nan,-0.013,nan,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
7018,MI_99_1191,,41,0.5466374814459495,nan,nan,nan,-0.012,nan,-0.029,-2.19001,0.6666666666666666,0.16666666666666666,0.16666666666666666,0
7019,MI_99_1192,,41,0.5466374814459495,nan,nan,nan,-0.01,nan,0.001,-2.19001,0.6,0.2,0.2,0
7020,MI_99_1193,,41,0.5466374814459495,nan,nan,nan,-0.01,nan,0.001,-2.19001,0.6,0.2,0.2,0
7021,MI_99_1194,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.25,0.6666666666666666,0.08333333333333333,1
7022,MI_99_1195,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,0.001,-2.19001,0.625,0.25,0.125,0
7023,MI_99_1196,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,0.001,-2.19001,0.625,0.25,0.125,0
7024,MI_99_1197,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,0.001,-2.19001,0.625,0.25,0.125,0
7025,MI_99_1198,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7026,MI_99_1199,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7027,MI_99_12,,40,0.8187113373545954,nan,nan,nan,nan,nan,nan,0.14,0.25,0.625,0.125,1
7028,MI_99_120,0,40,-1e-05,nan,1.379,-0.704,-0.009,nan,0.0,-2.19001,0.6,0.2,0.2,0
7029,MI_99_1200,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7030,MI_99_1201,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.029,-2.19001,0.625,0.25,0.125,0
7031,MI_99_1202,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7032,MI_99_1203,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7033,MI_99_1204,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7034,MI_99_1205,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7035,MI_99_1206,,41,0.5466374814459495,nan,nan,nan,-0.009,nan,0.0,-2.19001,0.5,0.25,0.25,0
7036,MI_99_1207,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7037,MI_99_1208,,41,0.5466374814459495,nan,nan,nan,-0.007,nan,-0.0,-2.19001,0.625,0.25,0.125,0
7038,MI_99_1209,,50,0.624119004860321,nan,nan,nan,-0.007,nan,-0.029,-2.19001,0.6,0.2,0.2,0
7039,MI_99_121,0,40,-1e-05,nan,1.379,-0.704,-0.009,nan,0.0,-2.19001,0.6,0.2,0.2,0
7040,MI_99_1210,,50,0.624119004860321,nan,nan,nan,-0.007,nan,-0.029,-2.19001,0.6,0.2,0.2,0
7041,MI_99_1211,,50,0.624119004860321,nan,nan,nan,nan,nan,nan,-2.19001,0.5,0.3,0.2,0
7042,MI_99_1212,,50,0.624119004860321,nan,nan,nan,nan,nan,nan,-2.19001,0.5,0.3,0.2,0
7043,MI_99_1213,,50,0.624119004860321,nan,nan,nan,nan,nan,nan,-2.19001,0.5,0.3,0.2,0
7044,MI_99_1214,,50,0.624119004860321,nan,nan,nan,nan,nan,nan,-2.19001,0.5,0.3,0.2,0
7045,MI_99_1215,,50,0.624119004860321,nan,nan,nan,nan,nan,nan,0.14,0.5,0.3,0.2,0
7046,MI_99_1216,,50,0.624119004860321,nan,nan,nan,nan,nan,nan,0.14,0.5,0.3,0.2,0
7047,MI_99_1217,,50,0.7049779853433096,nan,nan,nan,nan,nan,nan,0.14,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
7048,MI_99_1218,,50,0.7049779853433096,nan,nan,nan,nan,nan,nan,0.14,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
7049,MI_99_1219,,81,0.7049779853433096,nan,nan,nan,nan,nan,nan,0.14,0.4142857142857143,0.44285714285714284,0.14285714285714285,1
7050,MI_99_122,0,40,-1e-05,nan,137.664,2.583,-0.009,nan,0.0,-2.19001,0.6666666666666666,0.16666666666666666,0.16666666666666666,0
7051,MI_99_1220,,81,0.7049779853433096,nan,nan,nan,-0.007,nan,-0.029,0.14,0.25,0.625,0.125,1
7052,MI_99_1221,,81,0.7049779853433096,nan,nan,nan,-0.007,nan,-0.029,0.14,0.25,0.625,0.125,1
7053,MI_99_1222,,81,0.7049779853433096,nan,nan,nan,-0.007,nan,-0.029,0.14,0.25,0.625,0.125,1
7054,MI_99_1223,,81,0.7049779853433096,nan,nan,nan,-0.007,nan,-0.029,0.14,0.25,0.625,0.125,1
7055,MI_99_1224,,81,0.624119004860321,nan,nan,nan,-0.009,nan,-0.029,0.14,0.6470588235294118,0.29411764705882354,0.058823529411764705,0
7056,MI_99_1225,,81,0.5466374814459495,nan,nan,nan,-0.012,nan,-0.0,0.14,0.25,0.5,0.25,1
7057,MI_99_1226,,81,-1e-05,nan,nan,nan,-0.015,nan,-0.029,0.14,0.25,0.5,0.25,1
7058,MI_99_1227,,81,-1e-05,nan,nan,nan,-0.013,nan,-0.029,0.14,0.4,0.4,0.2,0
7059,MI_99_1228,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,0.14,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7060,MI_99_1229,,81,-1e-05,nan,nan,nan,-0.02,nan,0.0,0.14,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7061,MI_99_123,0,40,-1e-05,nan,137.664,3.187,-0.009,nan,0.0,-2.19001,0.6666666666666666,0.16666666666666666,0.16666666666666666,0
7062,MI_99_1230,,21,-1e-05,nan,nan,nan,-0.02,nan,0.0,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
7063,MI_99_1231,,21,-1e-05,nan,nan,nan,-0.02,nan,0.001,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
7064,MI_99_1232,,21,-1e-05,nan,nan,nan,-0.015,nan,0.001,0.14,0.25,0.5,0.25,1
7065,MI_99_1233,,21,-1e-05,nan,nan,nan,-0.02,nan,0.001,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
7066,MI_99_124,0,40,0.5466374814459495,nan,137.664,2.583,-0.009,nan,0.0,-2.19001,0.5,0.25,0.25,0
7067,MI_99_126,0,40,0.5466374814459495,nan,1.379,2.583,-0.009,nan,0.0,-2.19001,0.5,0.25,0.25,0
7068,MI_99_1262,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,0.14,0.25,0.6666666666666666,0.08333333333333333,1
7069,MI_99_1263,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,0.14,0.25,0.6666666666666666,0.08333333333333333,1
7070,MI_99_1264,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,0.14,0.25,0.6666666666666666,0.08333333333333333,1
7071,MI_99_1265,,41,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.029,0.14,0.08333333333333333,0.8333333333333334,0.08333333333333333,1
7072,MI_99_1266,,41,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.029,0.14,0.08333333333333333,0.8333333333333334,0.08333333333333333,1
7073,MI_99_1267,,41,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.029,0.14,0.08333333333333333,0.8333333333333334,0.08333333333333333,1
7074,MI_99_1268,,41,0.5466374814459495,nan,nan,nan,-0.257,nan,-0.029,0.14,0.08333333333333333,0.8333333333333334,0.08333333333333333,1
7075,MI_99_1269,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,0.14,0.25,0.6666666666666666,0.08333333333333333,1
7076,MI_99_127,0,40,0.5466374814459495,nan,1.379,2.583,-0.007,nan,0.0,-2.19001,0.5,0.25,0.25,0
7077,MI_99_1270,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,0.14,0.25,0.6666666666666666,0.08333333333333333,1
7078,MI_99_1271,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.029,0.14,0.25,0.6666666666666666,0.08333333333333333,1
7079,MI_99_1272,,41,0.5466374814459495,nan,nan,nan,-0.02,nan,-0.0,0.14,0.25,0.6666666666666666,0.08333333333333333,1
7080,MI_99_1273,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7081,MI_99_1274,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7082,MI_99_1275,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.0,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7083,MI_99_1276,,41,-1e-05,nan,nan,nan,-0.257,nan,0.001,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7084,MI_99_1277,,41,-1e-05,nan,nan,nan,-0.257,nan,0.001,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7085,MI_99_1278,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7086,MI_99_1279,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7087,MI_99_128,0,40,0.624119004860321,nan,137.664,2.583,-0.011,nan,-0.0,-2.19001,0.5,0.25,0.25,0
7088,MI_99_1280,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7089,MI_99_1281,,41,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.8,0.05,0.15,0
7090,MI_99_1282,,41,-1e-05,nan,nan,nan,-0.015,nan,-0.029,-2.19001,0.7,0.1,0.2,0
7091,MI_99_1283,,41,-1e-05,nan,nan,nan,-0.015,nan,-0.029,-2.19001,0.7,0.1,0.2,0
7092,MI_99_1284,,41,-1e-05,nan,nan,nan,-0.015,nan,-0.029,-2.19001,0.7,0.1,0.2,0
7093,MI_99_1285,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7094,MI_99_1286,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7095,MI_99_1287,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7096,MI_99_1288,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7097,MI_99_1289,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7098,MI_99_129,0,40,0.624119004860321,nan,186.563,-0.704,-0.012,nan,-0.0,-2.19001,0.6,0.2,0.2,0
7099,MI_99_1290,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7100,MI_99_1291,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7101,MI_99_1292,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.0,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7102,MI_99_1293,,81,-1e-05,nan,nan,nan,-0.012,nan,-0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
7103,MI_99_1294,,81,-1e-05,nan,nan,nan,-0.012,nan,-0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
7104,MI_99_1295,,81,-1e-05,nan,nan,nan,-0.013,nan,-0.0,-2.19001,0.4,0.4,0.2,0
7105,MI_99_1296,,81,-1e-05,nan,nan,nan,-0.01,nan,-0.0,-2.19001,0.5,0.25,0.25,0
7106,MI_99_1297,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7107,MI_99_1298,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7108,MI_99_1299,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7109,MI_99_13,,40,0.8187113373545954,nan,nan,nan,nan,nan,nan,0.14,0.25,0.625,0.125,1
7110,MI_99_130,0,40,0.624119004860321,nan,186.563,2.583,-0.012,nan,-0.0,-2.19001,0.6,0.2,0.2,0
7111,MI_99_1300,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7112,MI_99_131,0,40,0.624119004860321,nan,137.664,2.583,-0.013,nan,-0.0,-2.19001,0.5,0.25,0.25,0
7113,MI_99_1311,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7114,MI_99_1312,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7115,MI_99_1313,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7116,MI_99_1314,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7117,MI_99_1315,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7118,MI_99_1316,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7119,MI_99_1317,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7120,MI_99_1318,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7121,MI_99_1319,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7122,MI_99_132,,40,0.624119004860321,nan,nan,nan,-0.015,nan,-0.0,-2.19001,0.5,0.25,0.25,0
7123,MI_99_1320,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7124,MI_99_1321,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7125,MI_99_1322,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7126,MI_99_1323,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7127,MI_99_1324,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7128,MI_99_1325,,81,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6666666666666666,0.26666666666666666,0.06666666666666667,0
7129,MI_99_133,,40,0.624119004860321,nan,nan,nan,-0.02,nan,0.0,-2.19001,0.4,0.2,0.4,0
7130,MI_99_1333,,20,-1e-05,nan,nan,nan,-0.257,nan,-0.029,0.14,0.5,0.4166666666666667,0.08333333333333333,0
7131,MI_99_1334,,20,-1e-05,nan,nan,nan,-0.257,nan,-0.029,0.14,0.5,0.4166666666666667,0.08333333333333333,0
7132,MI_99_1335,,20,-1e-05,nan,nan,nan,-0.257,nan,-0.029,0.14,0.5,0.4166666666666667,0.08333333333333333,0
7133,MI_99_1337,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,0.14,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7134,MI_99_1338,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,0.14,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7135,MI_99_1339,,81,-1e-05,nan,nan,nan,-0.257,nan,-0.029,0.14,0.7307692307692307,0.23076923076923078,0.038461538461538464,0
7136,MI_99_134,,40,0.624119004860321,nan,nan,nan,-0.02,nan,0.001,0.4,0.4,0.2,0.4,0
7137,MI_99_1340,,51,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8823529411764706,0.058823529411764705,0.058823529411764705,0
7138,MI_99_1341,,51,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8823529411764706,0.058823529411764705,0.058823529411764705,0
7139,MI_99_1342,,51,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8823529411764706,0.058823529411764705,0.058823529411764705,0
7140,MI_99_1343,,51,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8823529411764706,0.058823529411764705,0.058823529411764705,0
7141,MI_99_1344,,51,-1e-05,nan,nan,nan,-0.257,nan,-0.0,-2.19001,0.8823529411764706,0.058823529411764705,0.058823529411764705,0
7142,MI_99_1349,0,50,-1e-05,nan,186.563,3.187,-0.257,nan,-0.029,-2.19001,0.6666666666666666,0.16666666666666666,0.16666666666666666,0
7143,MI_99_135,,40,0.624119004860321,nan,nan,nan,-0.257,nan,-0.029,0.4,0.375,0.125,0.5,2
7144,MI_99_1352,0,41,-1e-05,nan,137.664,3.187,-0.257,nan,-0.029,-2.19001,0.5,0.25,0.25,0
7145,MI_99_1353,0,41,-1e-05,nan,186.563,2.583,-0.257,nan,-0.029,-2.19001,0.5,0.25,0.25,0
7146,MI_99_1354,0,41,-1e-05,nan,237.794,3.68,-0.02,nan,-0.029,-2.19001,0.6,0.2,0.2,0
7147,MI_99_1355,0,41,-1e-05,nan,237.794,3.68,-0.015,nan,-0.029,-2.19001,0.6,0.2,0.2,0
7148,MI_99_1356,0,41,-1e-05,nan,237.794,3.187,-0.257,nan,-0.029,-2.19001,0.5,0.25,0.25,0
7149,MI_99_1357,0,41,-1e-05,nan,237.794,3.187,-0.015,nan,-0.029,-2.19001,0.6,0.2,0.2,0
7150,MI_99_1358,0,41,-1e-05,nan,237.794,3.68,-0.02,nan,-0.029,-2.19001,0.6,0.2,0.2,0
7151,MI_99_1359,0,80,-1e-05,nan,237.794,3.187,-0.015,nan,-0.029,-2.19001,0.5,0.25,0.25,0
7152,MI_99_136,,40,0.624119004860321,nan,nan,nan,-0.257,nan,-0.029,0.4,0.375,0.125,0.5,2
7153,MI_99_1360,0,80,-1e-05,nan,237.794,3.68,-0.02,nan,-0.0,-2.19001,0.75,0.125,0.125,0
7154,MI_99_1361,0,80,-1e-05,nan,237.794,3.68,-0.02,nan,-0.0,-2.19001,0.75,0.125,0.125,0
7155,MI_99_1362,0,80,-1e-05,nan,237.794,2.583,-0.02,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7156,MI_99_1363,0,80,-1e-05,nan,237.794,2.583,-0.02,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7157,MI_99_1364,0,80,-1e-05,nan,237.794,3.187,-0.02,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7158,MI_99_1365,0,80,-1e-05,nan,237.794,3.68,-0.013,nan,-0.029,-2.19001,0.5,0.25,0.25,0
7159,MI_99_1366,,80,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.45161290322580644,0.3870967741935484,0.16129032258064516,0
7160,MI_99_1367,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7161,MI_99_1368,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7162,MI_99_1369,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7163,MI_99_137,,40,0.624119004860321,nan,nan,nan,-0.257,nan,-0.029,0.4,0.375,0.125,0.5,2
7164,MI_99_1370,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7165,MI_99_1371,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7166,MI_99_1372,,41,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.8181818181818182,0.15151515151515152,0.030303030303030304,0
7167,MI_99_1373,0,41,-1e-05,nan,1.379,-0.704,-0.257,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7168,MI_99_1374,0,41,-1e-05,nan,1.379,-0.704,-0.257,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7169,MI_99_1375,0,41,-1e-05,nan,1.379,2.583,-0.257,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7170,MI_99_1376,0,41,-1e-05,nan,1.379,2.583,-0.257,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7171,MI_99_1377,0,41,-1e-05,nan,1.379,2.583,-0.257,nan,-0.029,-2.19001,0.75,0.125,0.125,0
7172,MI_99_138,0,40,0.624119004860321,nan,1.379,-0.704,-0.257,nan,-0.029,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
7173,MI_99_139,0,40,0.624119004860321,nan,1.379,-0.704,-0.257,nan,-0.029,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
7174,MI_99_14,,40,0.8187113373545954,nan,nan,nan,nan,nan,nan,0.14,0.25,0.625,0.125,1
7175,MI_99_140,0,40,0.624119004860321,nan,1.379,-0.704,-0.257,nan,-0.029,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
7176,MI_99_1406,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7177,MI_99_1407,,50,-1e-05,nan,nan,nan,-0.02,nan,-0.029,-2.19001,0.6363636363636364,0.2727272727272727,0.09090909090909091,0
7178,MI_99_1408,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7179,MI_99_1409,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7180,MI_99_141,0,40,0.624119004860321,nan,1.379,-0.704,-0.257,nan,-0.029,0.4,0.14285714285714285,0.14285714285714285,0.7142857142857143,2
7181,MI_99_142,0,40,0.5466374814459495,nan,1.379,-0.704,-0.257,nan,-0.029,0.4,0.5555555555555556,0.1111111111111111,0.3333333333333333,0
7182,MI_99_1424,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7183,MI_99_1425,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
7184,MI_99_1426,,50,-1e-05,nan,nan,nan,-0.257,nan,-0.029,-2.19001,0.5,0.2727272727272727,0.22727272727272727,0
